,event_id,name,type,location,start_time,end_time,date,start_datetime,end_datetime
530,531,Book Launch,Screening,Miami,17:00:00,21:00:00,2024-11-15,2024-11-15 17:00:00,2024-11-15 21:00:00
531,532,Comedy Night,Launch,Houston,16:00:00,18:00:00,2025-02-12,2025-02-12 16:00:00,2025-02-12 18:00:00
536,537,Film Screening,Launch,Los Angeles,09:00:00,12:00:00,2025-12-22,2025-12-22 09:00:00,2025-12-22 12:00:00
540,541,Music Concert,Conference,Chicago,09:00:00,13:00:00,2024-12-14,2024-12-14 09:00:00,2024-12-14 13:00:00
546,547,Coding Workshop,Fair,Denver,18:30:00,21:30:00,2025-07-11,2025-07-11 18:30:00,2025-07-11 21:30:00
550,551,Book Launch,Class,San Francisco,09:30:00,13:30:00,2025-08-09,2025-08-09 09:30:00,2025-08-09 13:30:00
555,556,Film Screening,Fair,New York,08:15:00,12:15:00,2025-06-02,2025-06-02 08:15:00,2025-06-02 12:15:00
556,557,Tech Talk,Screening,Austin,08:30:00,13:30:00,2024-11-20,2024-11-20 08:30:00,2024-11-20 13:30:00
557,558,Comedy Night,Fair,Seattle,10:15:00,14:15:00,2025-03-10,2025-03-10 10:15:00,2025-03-10 14:15:00
558,559,Coding Workshop,Concert,Chicago,12:15:00,17:15:00,2025-12-31,2025-12-31 12:15:00,2025-12-31 17:15:00
559,560,Yoga Class,Exhibition,San Francisco,17:30:00,21:30:00,2024-11-18,2024-11-18 17:30:00,2024-11-18 21:30:00
560,561,Comedy Night,Screening,New York,18:15:00,21:15:00,2025-08-10,2025-08-10 18:15:00,2025-08-10 21:15:00
561,562,Music Concert,Screening,San Francisco,08:45:00,09:45:00,2025-08-15,2025-08-15 08:45:00,2025-08-15 09:45:00
565,566,Book Launch,Exhibition,Miami,11:15:00,15:15:00,2025-07-17,2025-07-17 11:15:00,2025-07-17 15:15:00
567,568,Music Concert,Concert,Houston,17:00:00,18:00:00,2025-11-15,2025-11-15 17:00:00,2025-11-15 18:00:00
570,571,Film Screening,Festival,Austin,15:00:00,16:00:00,2025-09-23,2025-09-23 15:00:00,2025-09-23 16:00:00
571,572,Science Fair,Screening,Chicago,13:30:00,17:30:00,2025-02-15,2025-02-15 13:30:00,2025-02-15 17:30:00
572,573,Music Concert,Conference,Miami,10:30:00,14:30:00,2025-04-18,2025-04-18 10:30:00,2025-04-18 14:30:00
574,575,Book Launch,Workshop,Austin,10:15:00,13:15:00,2024-12-20,2024-12-20 10:15:00,2024-12-20 13:15:00
576,577,Food Festival,Fair,Los Angeles,18:45:00,20:45:00,2024-11-04,2024-11-04 18:45:00,2024-11-04 20:45:00
578,579,Film Screening,Show,Seattle,16:00:00,18:00:00,2025-07-16,2025-07-16 16:00:00,2025-07-16 18:00:00
580,581,Yoga Class,Workshop,Boston,09:30:00,13:30:00,2024-11-05,2024-11-05 09:30:00,2024-11-05 13:30:00
584,585,Book Launch,Workshop,Houston,16:15:00,21:15:00,2025-09-03,2025-09-03 16:15:00,2025-09-03 21:15:00
587,588,Music Concert,Fair,San Francisco,09:45:00,10:45:00,2025-06-26,2025-06-26 09:45:00,2025-06-26 10:45:00
589,590,Art Exhibition,Screening,San Francisco,10:00:00,12:00:00,2025-05-06,2025-05-06 10:00:00,2025-05-06 12:00:00
596,597,Yoga Class,Show,Miami,15:00:00,19:00:00,2025-03-24,2025-03-24 15:00:00,2025-03-24 19:00:00
598,599,Music Concert,Exhibition,Seattle,13:15:00,15:15:00,2025-05-31,2025-05-31 13:15:00,2025-05-31 15:15:00
599,600,Comedy Night,Class,Los Angeles,09:15:00,11:15:00,2025-01-03,2025-01-03 09:15:00,2025-01-03 11:15:00
600,601,Coding Workshop,Launch,Austin,14:15:00,15:15:00,2025-02-24,2025-02-24 14:15:00,2025-02-24 15:15:00
601,602,Film Screening,Launch,New York,16:15:00,17:15:00,2024-12-04,2024-12-04 16:15:00,2024-12-04 17:15:00
603,604,Book Launch,Fair,Seattle,15:00:00,18:00:00,2025-05-12,2025-05-12 15:00:00,2025-05-12 18:00:00
604,605,Art Exhibition,Show,Denver,14:15:00,19:15:00,2025-04-11,2025-04-11 14:15:00,2025-04-11 19:15:00
609,610,Food Festival,Class,Chicago,16:00:00,17:00:00,2025-06-12,2025-06-12 16:00:00,2025-06-12 17:00:00
610,611,Coding Workshop,Screening,Denver,18:00:00,23:00:00,2025-01-16,2025-01-16 18:00:00,2025-01-16 23:00:00
611,612,Science Fair,Conference,Boston,08:30:00,09:30:00,2025-03-29,2025-03-29 08:30:00,2025-03-29 09:30:00
612,613,Tech Talk,Exhibition,Denver,18:45:00,21:45:00,2025-04-03,2025-04-03 18:45:00,2025-04-03 21:45:00
614,615,Science Fair,Festival,Houston,15:30:00,20:30:00,2025-08-29,2025-08-29 15:30:00,2025-08-29 20:30:00
616,617,Film Screening,Concert,Chicago,11:15:00,15:15:00,2025-05-04,2025-05-04 11:15:00,2025-05-04 15:15:00
617,618,Coding Workshop,Festival,Houston,15:15:00,18:15:00,2025-07-11,2025-07-11 15:15:00,2025-07-11 18:15:00
619,620,Comedy Night,Launch,Houston,17:30:00,22:30:00,2025-10-23,2025-10-23 17:30:00,2025-10-23 22:30:00
620,621,Coding Workshop,Workshop,Boston,16:15:00,19:15:00,2025-05-01,2025-05-01 16:15:00,2025-05-01 19:15:00
623,624,Food Festival,Workshop,Boston,13:45:00,16:45:00,2025-05-15,2025-05-15 13:45:00,2025-05-15 16:45:00
625,626,Food Festival,Screening,Miami,11:30:00,13:30:00,2025-04-10,2025-04-10 11:30:00,2025-04-10 13:30:00
626,627,Art Exhibition,Workshop,Chicago,18:30:00,22:30:00,2025-03-31,2025-03-31 18:30:00,2025-03-31 22:30:00
629,630,Yoga Class,Exhibition,New York,16:45:00,21:45:00,2024-12-29,2024-12-29 16:45:00,2024-12-29 21:45:00
631,632,Tech Talk,Screening,Denver,17:00:00,19:00:00,2025-01-10,2025-01-10 17:00:00,2025-01-10 19:00:00
633,634,Music Concert,Exhibition,Houston,17:00:00,21:00:00,2025-06-13,2025-06-13 17:00:00,2025-06-13 21:00:00
634,635,Film Screening,Screening,Chicago,18:15:00,19:15:00,2025-04-12,2025-04-12 18:15:00,2025-04-12 19:15:00
635,636,Art Exhibition,Festival,Chicago,09:30:00,12:30:00,2025-07-17,2025-07-17 09:30:00,2025-07-17 12:30:00
639,640,Book Launch,Festival,Seattle,13:00:00,14:00:00,2025-10-12,2025-10-12 13:00:00,2025-10-12 14:00:00
644,645,Science Fair,Exhibition,Austin,13:00:00,14:00:00,2025-04-18,2025-04-18 13:00:00,2025-04-18 14:00:00
645,646,Science Fair,Fair,Chicago,08:00:00,12:00:00,2025-01-03,2025-01-03 08:00:00,2025-01-03 12:00:00
647,648,Book Launch,Concert,Boston,10:00:00,12:00:00,2024-11-14,2024-11-14 10:00:00,2024-11-14 12:00:00
650,651,Film Screening,Conference,Los Angeles,17:30:00,18:30:00,2025-06-03,2025-06-03 17:30:00,2025-06-03 18:30:00
653,654,Food Festival,Launch,Chicago,10:30:00,13:30:00,2025-01-19,2025-01-19 10:30:00,2025-01-19 13:30:00
655,656,Coding Workshop,Launch,Miami,15:45:00,20:45:00,2025-04-14,2025-04-14 15:45:00,2025-04-14 20:45:00
660,661,Coding Workshop,Fair,San Francisco,14:00:00,19:00:00,2025-04-05,2025-04-05 14:00:00,2025-04-05 19:00:00
661,662,Coding Workshop,Fair,Denver,11:00:00,14:00:00,2025-08-06,2025-08-06 11:00:00,2025-08-06 14:00:00
662,663,Tech Talk,Launch,Boston,12:45:00,15:45:00,2025-01-28,2025-01-28 12:45:00,2025-01-28 15:45:00
665,666,Film Screening,Class,Austin,16:45:00,17:45:00,2025-11-05,2025-11-05 16:45:00,2025-11-05 17:45:00
668,669,Food Festival,Exhibition,Miami,09:00:00,14:00:00,2025-11-28,2025-11-28 09:00:00,2025-11-28 14:00:00
669,670,Art Exhibition,Screening,San Francisco,16:00:00,18:00:00,2025-11-22,2025-11-22 16:00:00,2025-11-22 18:00:00
670,671,Comedy Night,Class,Miami,17:15:00,19:15:00,2025-06-29,2025-06-29 17:15:00,2025-06-29 19:15:00
676,677,Film Screening,Workshop,Houston,10:15:00,15:15:00,2025-10-15,2025-10-15 10:15:00,2025-10-15 15:15:00
678,679,Film Screening,Show,Boston,12:45:00,15:45:00,2025-01-12,2025-01-12 12:45:00,2025-01-12 15:45:00
679,680,Film Screening,Fair,Austin,08:30:00,09:30:00,2025-11-15,2025-11-15 08:30:00,2025-11-15 09:30:00
682,683,Science Fair,Exhibition,New York,09:45:00,14:45:00,2025-08-03,2025-08-03 09:45:00,2025-08-03 14:45:00
683,684,Coding Workshop,Screening,Boston,17:15:00,19:15:00,2025-04-12,2025-04-12 17:15:00,2025-04-12 19:15:00
687,688,Film Screening,Festival,Denver,13:45:00,14:45:00,2025-06-13,2025-06-13 13:45:00,2025-06-13 14:45:00
691,692,Yoga Class,Class,Seattle,14:15:00,17:15:00,2025-12-19,2025-12-19 14:15:00,2025-12-19 17:15:00
692,693,Film Screening,Concert,Los Angeles,08:45:00,13:45:00,2025-01-24,2025-01-24 08:45:00,2025-01-24 13:45:00
694,695,Film Screening,Conference,Austin,14:15:00,16:15:00,2025-11-20,2025-11-20 14:15:00,2025-11-20 16:15:00
695,696,Film Screening,Class,Boston,11:15:00,13:15:00,2025-04-09,2025-04-09 11:15:00,2025-04-09 13:15:00
702,703,Comedy Night,Launch,Boston,15:15:00,18:15:00,2025-10-11,2025-10-11 15:15:00,2025-10-11 18:15:00
704,705,Music Concert,Launch,Chicago,11:30:00,12:30:00,2024-11-20,2024-11-20 11:30:00,2024-11-20 12:30:00
707,708,Film Screening,Conference,New York,16:00:00,20:00:00,2025-10-23,2025-10-23 16:00:00,2025-10-23 20:00:00
708,709,Art Exhibition,Show,Houston,10:30:00,14:30:00,2025-01-12,2025-01-12 10:30:00,2025-01-12 14:30:00
711,712,Book Launch,Festival,Denver,09:30:00,10:30:00,2025-05-01,2025-05-01 09:30:00,2025-05-01 10:30:00
713,714,Comedy Night,Exhibition,San Francisco,15:30:00,16:30:00,2025-10-12,2025-10-12 15:30:00,2025-10-12 16:30:00
714,715,Music Concert,Launch,Seattle,13:00:00,18:00:00,2025-08-09,2025-08-09 13:00:00,2025-08-09 18:00:00
715,716,Tech Talk,Fair,Houston,08:15:00,11:15:00,2025-10-10,2025-10-10 08:15:00,2025-10-10 11:15:00
718,719,Book Launch,Festival,San Francisco,15:30:00,17:30:00,2025-12-22,2025-12-22 15:30:00,2025-12-22 17:30:00
720,721,Art Exhibition,Launch,Denver,11:00:00,14:00:00,2024-11-21,2024-11-21 11:00:00,2024-11-21 14:00:00
722,723,Film Screening,Launch,Denver,16:30:00,19:30:00,2025-01-21,2025-01-21 16:30:00,2025-01-21 19:30:00
724,725,Film Screening,Launch,San Francisco,13:45:00,17:45:00,2025-10-05,2025-10-05 13:45:00,2025-10-05 17:45:00
725,726,Yoga Class,Fair,Chicago,11:00:00,14:00:00,2025-06-05,2025-06-05 11:00:00,2025-06-05 14:00:00
730,731,Film Screening,Screening,New York,13:15:00,14:15:00,2025-06-16,2025-06-16 13:15:00,2025-06-16 14:15:00
735,736,Tech Talk,Concert,Los Angeles,08:45:00,10:45:00,2025-09-16,2025-09-16 08:45:00,2025-09-16 10:45:00
738,739,Science Fair,Show,Austin,18:30:00,23:30:00,2025-09-25,2025-09-25 18:30:00,2025-09-25 23:30:00
739,740,Coding Workshop,Concert,Boston,18:15:00,22:15:00,2024-12-15,2024-12-15 18:15:00,2024-12-15 22:15:00
740,741,Food Festival,Workshop,Denver,18:30:00,20:30:00,2025-04-28,2025-04-28 18:30:00,2025-04-28 20:30:00
741,742,Film Screening,Screening,Austin,10:45:00,11:45:00,2025-09-22,2025-09-22 10:45:00,2025-09-22 11:45:00
743,744,Comedy Night,Concert,Chicago,12:15:00,15:15:00,2025-11-06,2025-11-06 12:15:00,2025-11-06 15:15:00
744,745,Art Exhibition,Concert,Boston,16:15:00,18:15:00,2025-02-05,2025-02-05 16:15:00,2025-02-05 18:15:00
745,746,Art Exhibition,Concert,New York,15:15:00,20:15:00,2025-02-14,2025-02-14 15:15:00,2025-02-14 20:15:00
746,747,Tech Talk,Festival,San Francisco,13:15:00,14:15:00,2025-06-14,2025-06-14 13:15:00,2025-06-14 14:15:00
748,749,Science Fair,Fair,San Francisco,08:15:00,12:15:00,2025-08-03,2025-08-03 08:15:00,2025-08-03 12:15:00
749,750,Yoga Class,Fair,Boston,17:15:00,20:15:00,2025-01-01,2025-01-01 17:15:00,2025-01-01 20:15:00
750,751,Food Festival,Show,Austin,15:00:00,20:00:00,2025-09-23,2025-09-23 15:00:00,2025-09-23 20:00:00
754,755,Tech Talk,Screening,Austin,18:00:00,23:00:00,2025-11-28,2025-11-28 18:00:00,2025-11-28 23:00:00
755,756,Film Screening,Workshop,Seattle,13:45:00,18:45:00,2025-12-14,2025-12-14 13:45:00,2025-12-14 18:45:00
758,759,Yoga Class,Workshop,Los Angeles,14:00:00,19:00:00,2025-07-08,2025-07-08 14:00:00,2025-07-08 19:00:00
759,760,Art Exhibition,Class,Houston,14:30:00,16:30:00,2025-09-27,2025-09-27 14:30:00,2025-09-27 16:30:00
760,761,Film Screening,Screening,Boston,12:45:00,13:45:00,2025-07-15,2025-07-15 12:45:00,2025-07-15 13:45:00
764,765,Yoga Class,Concert,Los Angeles,12:45:00,16:45:00,2024-11-18,2024-11-18 12:45:00,2024-11-18 16:45:00
768,769,Science Fair,Exhibition,Chicago,10:15:00,11:15:00,2025-10-28,2025-10-28 10:15:00,2025-10-28 11:15:00
770,771,Music Concert,Show,Miami,11:00:00,14:00:00,2025-12-09,2025-12-09 11:00:00,2025-12-09 14:00:00
771,772,Book Launch,Conference,San Francisco,14:15:00,17:15:00,2025-08-15,2025-08-15 14:15:00,2025-08-15 17:15:00
775,776,Yoga Class,Concert,Boston,18:00:00,22:00:00,2025-11-06,2025-11-06 18:00:00,2025-11-06 22:00:00
778,779,Yoga Class,Exhibition,Houston,08:30:00,12:30:00,2025-09-07,2025-09-07 08:30:00,2025-09-07 12:30:00
782,783,Comedy Night,Concert,Seattle,12:30:00,15:30:00,2024-12-23,2024-12-23 12:30:00,2024-12-23 15:30:00
788,789,Book Launch,Conference,Chicago,14:30:00,15:30:00,2025-12-18,2025-12-18 14:30:00,2025-12-18 15:30:00
789,790,Science Fair,Concert,San Francisco,08:15:00,11:15:00,2024-11-12,2024-11-12 08:15:00,2024-11-12 11:15:00
790,791,Tech Talk,Fair,Austin,18:45:00,19:45:00,2025-08-19,2025-08-19 18:45:00,2025-08-19 19:45:00
793,794,Art Exhibition,Concert,Houston,16:30:00,19:30:00,2025-01-21,2025-01-21 16:30:00,2025-01-21 19:30:00
794,795,Film Screening,Class,Miami,18:30:00,19:30:00,2025-07-15,2025-07-15 18:30:00,2025-07-15 19:30:00
797,798,Science Fair,Class,Los Angeles,14:30:00,17:30:00,2025-11-21,2025-11-21 14:30:00,2025-11-21 17:30:00
799,800,Food Festival,Screening,Austin,10:30:00,13:30:00,2025-12-14,2025-12-14 10:30:00,2025-12-14 13:30:00
800,801,Tech Talk,Exhibition,Los Angeles,10:00:00,14:00:00,2025-03-01,2025-03-01 10:00:00,2025-03-01 14:00:00
802,803,Art Exhibition,Class,Austin,10:15:00,13:15:00,2025-04-08,2025-04-08 10:15:00,2025-04-08 13:15:00
805,806,Science Fair,Launch,Chicago,09:30:00,11:30:00,2025-05-25,2025-05-25 09:30:00,2025-05-25 11:30:00
808,809,Food Festival,Fair,Austin,10:15:00,14:15:00,2024-12-07,2024-12-07 10:15:00,2024-12-07 14:15:00
809,810,Food Festival,Launch,Austin,18:30:00,21:30:00,2025-03-03,2025-03-03 18:30:00,2025-03-03 21:30:00
810,811,Coding Workshop,Fair,New York,14:15:00,16:15:00,2025-02-18,2025-02-18 14:15:00,2025-02-18 16:15:00
812,813,Coding Workshop,Class,New York,17:00:00,20:00:00,2025-03-28,2025-03-28 17:00:00,2025-03-28 20:00:00
813,814,Coding Workshop,Screening,New York,09:00:00,11:00:00,2025-07-13,2025-07-13 09:00:00,2025-07-13 11:00:00
814,815,Film Screening,Launch,Houston,09:45:00,10:45:00,2025-05-18,2025-05-18 09:45:00,2025-05-18 10:45:00
816,817,Film Screening,Launch,New York,12:00:00,13:00:00,2025-06-25,2025-06-25 12:00:00,2025-06-25 13:00:00
820,821,Art Exhibition,Screening,Seattle,15:00:00,19:00:00,2024-12-12,2024-12-12 15:00:00,2024-12-12 19:00:00
822,823,Film Screening,Screening,Chicago,13:45:00,18:45:00,2025-08-16,2025-08-16 13:45:00,2025-08-16 18:45:00
824,825,Music Concert,Show,Los Angeles,09:00:00,11:00:00,2025-04-08,2025-04-08 09:00:00,2025-04-08 11:00:00
825,826,Book Launch,Launch,Boston,10:15:00,11:15:00,2025-03-17,2025-03-17 10:15:00,2025-03-17 11:15:00
828,829,Music Concert,Screening,Seattle,11:15:00,14:15:00,2025-12-22,2025-12-22 11:15:00,2025-12-22 14:15:00
829,830,Comedy Night,Conference,San Francisco,15:30:00,17:30:00,2025-04-07,2025-04-07 15:30:00,2025-04-07 17:30:00
830,831,Coding Workshop,Conference,Denver,16:00:00,18:00:00,2025-04-21,2025-04-21 16:00:00,2025-04-21 18:00:00
832,833,Yoga Class,Festival,Denver,13:15:00,15:15:00,2025-03-02,2025-03-02 13:15:00,2025-03-02 15:15:00
834,835,Art Exhibition,Class,New York,10:15:00,11:15:00,2025-10-29,2025-10-29 10:15:00,2025-10-29 11:15:00
836,837,Film Screening,Workshop,Denver,08:45:00,13:45:00,2024-11-18,2024-11-18 08:45:00,2024-11-18 13:45:00
842,843,Yoga Class,Fair,Austin,12:30:00,17:30:00,2025-12-13,2025-12-13 12:30:00,2025-12-13 17:30:00
844,845,Book Launch,Exhibition,Seattle,14:30:00,15:30:00,2025-11-03,2025-11-03 14:30:00,2025-11-03 15:30:00
847,848,Comedy Night,Launch,New York,17:30:00,22:30:00,2025-12-29,2025-12-29 17:30:00,2025-12-29 22:30:00
849,850,Tech Talk,Show,Miami,13:30:00,17:30:00,2025-07-22,2025-07-22 13:30:00,2025-07-22 17:30:00
850,851,Film Screening,Class,San Francisco,11:45:00,16:45:00,2025-06-10,2025-06-10 11:45:00,2025-06-10 16:45:00
851,852,Film Screening,Exhibition,San Francisco,14:30:00,15:30:00,2025-09-01,2025-09-01 14:30:00,2025-09-01 15:30:00
853,854,Tech Talk,Workshop,Boston,16:45:00,18:45:00,2025-11-04,2025-11-04 16:45:00,2025-11-04 18:45:00
854,855,Music Concert,Class,Seattle,13:00:00,16:00:00,2025-07-26,2025-07-26 13:00:00,2025-07-26 16:00:00
856,857,Yoga Class,Workshop,Boston,12:30:00,13:30:00,2025-07-21,2025-07-21 12:30:00,2025-07-21 13:30:00
857,858,Film Screening,Concert,Miami,12:15:00,14:15:00,2025-07-30,2025-07-30 12:15:00,2025-07-30 14:15:00
862,863,Film Screening,Class,Houston,18:00:00,20:00:00,2024-12-08,2024-12-08 18:00:00,2024-12-08 20:00:00
865,866,Coding Workshop,Show,Chicago,16:00:00,20:00:00,2025-05-16,2025-05-16 16:00:00,2025-05-16 20:00:00
868,869,Science Fair,Concert,San Francisco,15:30:00,18:30:00,2025-10-04,2025-10-04 15:30:00,2025-10-04 18:30:00
872,873,Science Fair,Workshop,Denver,17:15:00,21:15:00,2025-01-16,2025-01-16 17:15:00,2025-01-16 21:15:00
874,875,Food Festival,Class,Austin,15:00:00,20:00:00,2025-09-22,2025-09-22 15:00:00,2025-09-22 20:00:00
879,880,Film Screening,Conference,San Francisco,09:45:00,10:45:00,2025-10-22,2025-10-22 09:45:00,2025-10-22 10:45:00
880,881,Tech Talk,Concert,New York,13:00:00,18:00:00,2025-02-18,2025-02-18 13:00:00,2025-02-18 18:00:00
884,885,Music Concert,Screening,Seattle,08:15:00,10:15:00,2025-03-09,2025-03-09 08:15:00,2025-03-09 10:15:00
887,888,Food Festival,Conference,Denver,10:30:00,12:30:00,2025-07-08,2025-07-08 10:30:00,2025-07-08 12:30:00
888,889,Coding Workshop,Launch,New York,17:00:00,19:00:00,2025-01-09,2025-01-09 17:00:00,2025-01-09 19:00:00
889,890,Music Concert,Screening,New York,13:45:00,17:45:00,2025-07-10,2025-07-10 13:45:00,2025-07-10 17:45:00
890,891,Music Concert,Concert,Boston,11:30:00,14:30:00,2025-04-08,2025-04-08 11:30:00,2025-04-08 14:30:00
893,894,Art Exhibition,Conference,Houston,18:15:00,20:15:00,2025-01-22,2025-01-22 18:15:00,2025-01-22 20:15:00
896,897,Science Fair,Festival,Boston,14:15:00,16:15:00,2025-03-12,2025-03-12 14:15:00,2025-03-12 16:15:00
897,898,Book Launch,Show,New York,11:45:00,15:45:00,2025-02-13,2025-02-13 11:45:00,2025-02-13 15:45:00
902,903,Food Festival,Fair,Denver,11:15:00,12:15:00,2025-01-31,2025-01-31 11:15:00,2025-01-31 12:15:00
903,904,Music Concert,Festival,New York,09:45:00,10:45:00,2025-08-06,2025-08-06 09:45:00,2025-08-06 10:45:00
905,906,Food Festival,Screening,San Francisco,10:15:00,12:15:00,2025-07-16,2025-07-16 10:15:00,2025-07-16 12:15:00
910,911,Coding Workshop,Workshop,Los Angeles,08:00:00,13:00:00,2025-11-29,2025-11-29 08:00:00,2025-11-29 13:00:00
911,912,Comedy Night,Festival,San Francisco,11:45:00,13:45:00,2025-05-08,2025-05-08 11:45:00,2025-05-08 13:45:00
912,913,Film Screening,Launch,Denver,08:30:00,13:30:00,2025-06-29,2025-06-29 08:30:00,2025-06-29 13:30:00
917,918,Yoga Class,Exhibition,San Francisco,10:15:00,11:15:00,2025-03-07,2025-03-07 10:15:00,2025-03-07 11:15:00
919,920,Science Fair,Concert,Miami,08:00:00,09:00:00,2025-04-19,2025-04-19 08:00:00,2025-04-19 09:00:00
921,922,Food Festival,Festival,Chicago,11:45:00,12:45:00,2025-06-18,2025-06-18 11:45:00,2025-06-18 12:45:00
929,930,Yoga Class,Fair,Miami,18:45:00,19:45:00,2024-12-14,2024-12-14 18:45:00,2024-12-14 19:45:00
932,933,Book Launch,Fair,Austin,16:45:00,17:45:00,2025-08-21,2025-08-21 16:45:00,2025-08-21 17:45:00
937,938,Science Fair,Show,Denver,15:15:00,19:15:00,2025-06-09,2025-06-09 15:15:00,2025-06-09 19:15:00
941,942,Book Launch,Fair,Houston,16:15:00,17:15:00,2025-04-17,2025-04-17 16:15:00,2025-04-17 17:15:00
942,943,Book Launch,Exhibition,Houston,12:45:00,15:45:00,2025-12-27,2025-12-27 12:45:00,2025-12-27 15:45:00
943,944,Tech Talk,Workshop,Seattle,11:45:00,13:45:00,2025-02-03,2025-02-03 11:45:00,2025-02-03 13:45:00
944,945,Yoga Class,Conference,Miami,15:30:00,16:30:00,2025-08-31,2025-08-31 15:30:00,2025-08-31 16:30:00
949,950,Tech Talk,Screening,Chicago,13:30:00,16:30:00,2025-07-04,2025-07-04 13:30:00,2025-07-04 16:30:00
950,951,Yoga Class,Exhibition,Miami,14:45:00,18:45:00,2025-01-27,2025-01-27 14:45:00,2025-01-27 18:45:00
951,952,Book Launch,Exhibition,Chicago,13:45:00,14:45:00,2025-12-17,2025-12-17 13:45:00,2025-12-17 14:45:00
952,953,Music Concert,Exhibition,Los Angeles,17:45:00,20:45:00,2025-10-17,2025-10-17 17:45:00,2025-10-17 20:45:00
953,954,Science Fair,Concert,Houston,17:00:00,20:00:00,2025-09-03,2025-09-03 17:00:00,2025-09-03 20:00:00
954,955,Coding Workshop,Festival,Chicago,13:45:00,17:45:00,2025-10-06,2025-10-06 13:45:00,2025-10-06 17:45:00
956,957,Art Exhibition,Exhibition,Austin,18:15:00,22:15:00,2025-03-28,2025-03-28 18:15:00,2025-03-28 22:15:00
959,960,Book Launch,Fair,Los Angeles,18:30:00,21:30:00,2024-12-10,2024-12-10 18:30:00,2024-12-10 21:30:00
961,962,Book Launch,Festival,Boston,15:30:00,20:30:00,2025-05-28,2025-05-28 15:30:00,2025-05-28 20:30:00
963,964,Film Screening,Class,Austin,13:30:00,17:30:00,2025-02-18,2025-02-18 13:30:00,2025-02-18 17:30:00
965,966,Music Concert,Screening,Houston,17:00:00,18:00:00,2024-11-19,2024-11-19 17:00:00,2024-11-19 18:00:00
967,968,Comedy Night,Workshop,Los Angeles,13:15:00,18:15:00,2025-07-27,2025-07-27 13:15:00,2025-07-27 18:15:00
970,971,Music Concert,Class,Seattle,14:30:00,17:30:00,2024-11-05,2024-11-05 14:30:00,2024-11-05 17:30:00
972,973,Yoga Class,Class,Miami,10:00:00,15:00:00,2025-02-01,2025-02-01 10:00:00,2025-02-01 15:00:00
975,976,Yoga Class,Fair,Austin,11:30:00,12:30:00,2024-11-04,2024-11-04 11:30:00,2024-11-04 12:30:00
977,978,Art Exhibition,Conference,San Francisco,18:15:00,19:15:00,2025-08-31,2025-08-31 18:15:00,2025-08-31 19:15:00
978,979,Science Fair,Fair,Seattle,11:45:00,14:45:00,2025-12-15,2025-12-15 11:45:00,2025-12-15 14:45:00
980,981,Yoga Class,Concert,San Francisco,11:00:00,14:00:00,2024-11-06,2024-11-06 11:00:00,2024-11-06 14:00:00
981,982,Coding Workshop,Exhibition,Houston,15:30:00,18:30:00,2025-08-06,2025-08-06 15:30:00,2025-08-06 18:30:00
982,983,Food Festival,Workshop,New York,17:00:00,18:00:00,2025-12-16,2025-12-16 17:00:00,2025-12-16 18:00:00
983,984,Film Screening,Conference,Seattle,13:45:00,17:45:00,2025-04-20,2025-04-20 13:45:00,2025-04-20 17:45:00
985,986,Yoga Class,Fair,New York,17:00:00,19:00:00,2025-10-28,2025-10-28 17:00:00,2025-10-28 19:00:00
987,988,Yoga Class,Exhibition,Austin,09:45:00,10:45:00,2024-12-18,2024-12-18 09:45:00,2024-12-18 10:45:00
991,992,Book Launch,Concert,San Francisco,14:45:00,19:45:00,2025-12-05,2025-12-05 14:45:00,2025-12-05 19:45:00
993,994,Comedy Night,Fair,Denver,09:30:00,12:30:00,2025-10-29,2025-10-29 09:30:00,2025-10-29 12:30:00
999,1000,Comedy Night,Workshop,Boston,13:30:00,18:30:00,2024-12-04,2024-12-04 13:30:00,2024-12-04 18:30:00
