event_id,name,type,location,start_time,end_time,date
334,Film Screening,Workshop,Denver,15:45:00,18:45:00,2023-01-28
335,Book Launch,Class,Houston,17:15:00,19:15:00,2024-01-19
336,Coding Workshop,Fair,Seattle,11:30:00,14:30:00,2024-06-23
337,Yoga Class,Festival,Houston,18:30:00,23:30:00,2023-05-13
338,Science Fair,Fair,San Francisco,10:00:00,13:00:00,2023-01-14
339,Comedy Night,Launch,Seattle,18:00:00,22:00:00,2024-04-10
340,Art Exhibition,Conference,Austin,11:45:00,12:45:00,2025-03-27
341,Film Screening,Fair,Boston,13:00:00,16:00:00,2024-10-01
342,Comedy Night,Launch,Los Angeles,16:15:00,21:15:00,2025-11-12
343,Film Screening,Concert,Chicago,09:15:00,12:15:00,2023-05-07
344,Music Concert,Show,Houston,12:45:00,14:45:00,2023-07-22
345,Comedy Night,Screening,New York,12:00:00,17:00:00,2025-02-21
346,Coding Workshop,Show,Miami,16:30:00,18:30:00,2023-11-07
347,Yoga Class,Exhibition,Austin,09:15:00,12:15:00,2025-08-25
348,Yoga Class,Screening,Miami,15:15:00,20:15:00,2024-12-18
349,Yoga Class,Class,Boston,16:45:00,19:45:00,2024-07-20
350,Coding Workshop,Show,Boston,12:15:00,14:15:00,2023-12-14
351,Art Exhibition,Exhibition,Denver,13:00:00,18:00:00,2025-06-06
352,Food Festival,Screening,New York,18:15:00,20:15:00,2024-10-13
353,Film Screening,Conference,Los Angeles,09:45:00,12:45:00,2023-08-05
354,Coding Workshop,Launch,Austin,09:45:00,12:45:00,2025-04-10
355,Food Festival,Screening,Boston,10:30:00,14:30:00,2025-11-14
356,Book Launch,Workshop,Seattle,10:45:00,12:45:00,2023-02-24
357,Film Screening,Workshop,Austin,18:45:00,23:45:00,2024-03-30
358,Book Launch,Fair,Los Angeles,08:45:00,12:45:00,2025-02-17
359,Comedy Night,Show,Seattle,14:00:00,15:00:00,2024-06-22
360,Comedy Night,Festival,Denver,08:00:00,10:00:00,2023-02-17
361,Art Exhibition,Festival,New York,18:30:00,22:30:00,2023-01-26
362,Art Exhibition,Fair,Los Angeles,10:45:00,11:45:00,2023-08-10
363,Art Exhibition,Show,Los Angeles,08:15:00,11:15:00,2023-07-18
364,Book Launch,Launch,Houston,18:45:00,21:45:00,2024-08-29
365,Book Launch,Conference,Denver,17:30:00,22:30:00,2024-08-18
366,Film Screening,Festival,Miami,18:45:00,23:45:00,2023-11-06
367,Food Festival,Exhibition,New York,16:00:00,19:00:00,2023-01-26
368,Film Screening,Launch,Boston,18:15:00,23:15:00,2025-12-20
369,Yoga Class,Fair,Miami,14:30:00,18:30:00,2023-04-27
370,Book Launch,Concert,Austin,09:15:00,12:15:00,2025-08-27
371,Tech Talk,Launch,Boston,09:15:00,12:15:00,2024-01-18
372,Book Launch,Concert,Austin,18:30:00,23:30:00,2023-02-27
373,Yoga Class,Launch,San Francisco,12:45:00,15:45:00,2024-11-22
374,Science Fair,Fair,Seattle,15:30:00,18:30:00,2025-03-11
375,Food Festival,Class,Chicago,08:45:00,09:45:00,2023-01-31
376,Comedy Night,Show,Austin,16:15:00,17:15:00,2023-09-29
377,Tech Talk,Conference,Houston,10:15:00,11:15:00,2024-08-14
378,Music Concert,Fair,Chicago,08:30:00,09:30:00,2024-09-29
379,Comedy Night,Festival,Houston,10:30:00,15:30:00,2023-08-22
380,Coding Workshop,Launch,Boston,13:45:00,15:45:00,2025-12-18
381,Tech Talk,Fair,San Francisco,09:30:00,13:30:00,2024-06-27
382,Yoga Class,Fair,Los Angeles,17:30:00,18:30:00,2023-06-18
383,Food Festival,Festival,Seattle,10:30:00,12:30:00,2025-01-20
384,Yoga Class,Festival,New York,15:45:00,19:45:00,2024-04-21
385,Science Fair,Show,New York,14:15:00,17:15:00,2023-04-05
386,Music Concert,Conference,Houston,18:15:00,23:15:00,2025-09-20
387,Book Launch,Class,Boston,10:45:00,13:45:00,2024-09-12
388,Yoga Class,Screening,Denver,18:15:00,23:15:00,2025-01-04
389,Film Screening,Screening,San Francisco,11:45:00,13:45:00,2023-12-22
390,Book Launch,Festival,San Francisco,18:00:00,21:00:00,2023-02-20
391,Book Launch,Launch,Boston,08:00:00,11:00:00,2025-10-17
392,Coding Workshop,Fair,Houston,17:00:00,18:00:00,2024-11-13
393,Coding Workshop,Workshop,Miami,11:45:00,14:45:00,2024-06-17
394,Food Festival,Screening,New York,15:15:00,16:15:00,2025-07-17
395,Tech Talk,Workshop,Denver,08:15:00,10:15:00,2023-04-27
396,Food Festival,Conference,Boston,08:30:00,11:30:00,2025-02-03
397,Comedy Night,Festival,Seattle,16:45:00,19:45:00,2025-04-28
398,Coding Workshop,Concert,New York,14:15:00,15:15:00,2025-11-20
399,Music Concert,Workshop,Miami,18:00:00,21:00:00,2024-01-05
400,Food Festival,Festival,Austin,14:15:00,17:15:00,2024-05-02
401,Food Festival,Fair,Chicago,14:45:00,16:45:00,2024-03-03
402,Comedy Night,Conference,Chicago,16:30:00,19:30:00,2024-12-05
403,Art Exhibition,Exhibition,Miami,08:00:00,13:00:00,2024-08-07
404,Yoga Class,Launch,Miami,11:30:00,13:30:00,2023-05-01
405,Film Screening,Launch,San Francisco,10:30:00,15:30:00,2023-08-31
406,Music Concert,Show,Boston,10:00:00,14:00:00,2025-06-12
407,Comedy Night,Class,San Francisco,15:00:00,19:00:00,2024-06-04
408,Science Fair,Festival,Los Angeles,16:15:00,18:15:00,2024-07-01
409,Science Fair,Conference,Denver,15:15:00,20:15:00,2023-11-12
410,Book Launch,Launch,Denver,11:00:00,14:00:00,2023-11-07
411,Science Fair,Class,Denver,11:45:00,15:45:00,2024-03-11
412,Science Fair,Screening,Boston,08:00:00,13:00:00,2024-02-14
413,Music Concert,Show,New York,13:45:00,18:45:00,2023-07-01
414,Yoga Class,Show,New York,10:00:00,15:00:00,2024-12-12
415,Tech Talk,Fair,Miami,12:45:00,15:45:00,2023-08-09
416,Film Screening,Conference,Los Angeles,10:30:00,13:30:00,2023-03-15
417,Coding Workshop,Screening,Los Angeles,18:00:00,21:00:00,2024-01-06
418,Art Exhibition,Screening,Boston,11:00:00,12:00:00,2025-04-29
419,Coding Workshop,Show,Miami,09:00:00,13:00:00,2023-04-21
420,Book Launch,Class,Boston,18:30:00,23:30:00,2024-09-18
421,Yoga Class,Class,Houston,13:30:00,16:30:00,2024-05-16
422,Food Festival,Launch,Los Angeles,15:30:00,17:30:00,2023-04-06
423,Book Launch,Festival,Seattle,17:00:00,18:00:00,2024-01-11
424,Coding Workshop,Conference,Miami,13:00:00,17:00:00,2025-03-15
425,Book Launch,Screening,Houston,14:45:00,17:45:00,2024-10-17
426,Food Festival,Concert,San Francisco,13:00:00,16:00:00,2023-07-15
427,Comedy Night,Conference,Houston,14:30:00,19:30:00,2023-11-12
428,Art Exhibition,Festival,Los Angeles,09:00:00,11:00:00,2025-02-09
429,Tech Talk,Workshop,Miami,15:15:00,18:15:00,2023-06-23
430,Comedy Night,Concert,Denver,08:45:00,11:45:00,2025-10-17
431,Film Screening,Conference,Houston,09:15:00,11:15:00,2023-05-04
432,Tech Talk,Concert,New York,17:45:00,21:45:00,2024-01-12
433,Comedy Night,Screening,Houston,18:15:00,19:15:00,2025-06-09
434,Tech Talk,Festival,Los Angeles,14:45:00,15:45:00,2024-01-16
435,Yoga Class,Class,Seattle,09:30:00,10:30:00,2025-06-26
436,Film Screening,Fair,Houston,15:00:00,19:00:00,2024-07-01
437,Comedy Night,Festival,Houston,18:15:00,23:15:00,2024-06-05
438,Film Screening,Conference,Chicago,12:45:00,16:45:00,2024-12-03
439,Art Exhibition,Exhibition,Denver,09:15:00,12:15:00,2025-02-20
440,Comedy Night,Conference,Chicago,15:00:00,17:00:00,2025-09-22
441,Film Screening,Class,Seattle,16:45:00,21:45:00,2023-05-14
442,Coding Workshop,Launch,Houston,18:00:00,20:00:00,2023-02-19
443,Food Festival,Concert,Los Angeles,14:45:00,17:45:00,2023-08-19
444,Music Concert,Workshop,Seattle,14:30:00,17:30:00,2023-07-10
445,Yoga Class,Fair,Seattle,12:00:00,17:00:00,2023-12-03
446,Yoga Class,Exhibition,Los Angeles,10:30:00,13:30:00,2024-05-29
447,Science Fair,Screening,Austin,17:45:00,19:45:00,2024-05-17
448,Food Festival,Class,Los Angeles,15:00:00,20:00:00,2023-10-07
449,Science Fair,Workshop,New York,10:30:00,12:30:00,2023-07-16
450,Music Concert,Fair,Los Angeles,14:00:00,16:00:00,2023-06-30
451,Yoga Class,Exhibition,Boston,15:00:00,20:00:00,2025-09-20
452,Coding Workshop,Concert,Austin,12:15:00,15:15:00,2025-01-24
453,Film Screening,Fair,San Francisco,16:30:00,18:30:00,2023-09-05
454,Art Exhibition,Launch,New York,10:15:00,15:15:00,2024-07-19
455,Tech Talk,Exhibition,New York,13:45:00,15:45:00,2024-09-06
456,Art Exhibition,Class,Seattle,13:15:00,17:15:00,2024-12-31
457,Music Concert,Class,San Francisco,10:30:00,14:30:00,2023-11-23
458,Science Fair,Exhibition,Houston,08:45:00,09:45:00,2025-09-18
459,Comedy Night,Concert,Denver,09:30:00,14:30:00,2025-01-31
460,Comedy Night,Exhibition,Los Angeles,12:00:00,17:00:00,2025-10-24
461,Art Exhibition,Screening,Denver,17:15:00,21:15:00,2025-02-01
462,Tech Talk,Festival,Chicago,08:30:00,11:30:00,2023-11-24
463,Art Exhibition,Concert,New York,09:45:00,14:45:00,2023-05-15
464,Tech Talk,Fair,Austin,09:45:00,10:45:00,2024-04-19
465,Science Fair,Concert,Austin,13:00:00,15:00:00,2023-11-19
466,Tech Talk,Class,Seattle,17:00:00,21:00:00,2023-07-27
467,Science Fair,Workshop,Miami,14:45:00,15:45:00,2024-03-23
468,Book Launch,Festival,San Francisco,12:15:00,15:15:00,2023-04-17
469,Tech Talk,Exhibition,Houston,13:30:00,18:30:00,2024-12-01
470,Food Festival,Festival,Los Angeles,18:00:00,21:00:00,2024-11-06
471,Food Festival,Workshop,Denver,11:30:00,15:30:00,2024-07-28
472,Art Exhibition,Fair,Austin,08:00:00,12:00:00,2023-12-25
473,Comedy Night,Show,Boston,11:00:00,15:00:00,2024-05-01
474,Comedy Night,Conference,Boston,12:45:00,13:45:00,2025-06-04
475,Music Concert,Concert,Miami,08:15:00,10:15:00,2023-01-22
476,Yoga Class,Screening,Boston,09:30:00,14:30:00,2025-02-22
477,Food Festival,Exhibition,Chicago,12:15:00,14:15:00,2025-12-02
478,Art Exhibition,Fair,San Francisco,10:00:00,14:00:00,2023-06-19
479,Yoga Class,Festival,San Francisco,17:45:00,19:45:00,2023-09-11
480,Food Festival,Conference,San Francisco,15:00:00,20:00:00,2023-01-12
481,Film Screening,Launch,Miami,11:45:00,12:45:00,2024-12-24
482,Art Exhibition,Workshop,Miami,12:45:00,16:45:00,2025-09-03
483,Book Launch,Class,Los Angeles,18:30:00,22:30:00,2023-04-16
484,Comedy Night,Exhibition,San Francisco,14:45:00,17:45:00,2023-09-06
485,Comedy Night,Screening,Denver,13:45:00,17:45:00,2025-10-04
486,Food Festival,Conference,Denver,10:15:00,15:15:00,2023-03-24
487,Coding Workshop,Conference,Boston,12:30:00,15:30:00,2023-08-24
488,Food Festival,Fair,Miami,15:15:00,18:15:00,2025-09-02
489,Yoga Class,Concert,Boston,13:15:00,14:15:00,2024-08-26
490,Art Exhibition,Launch,Boston,15:15:00,17:15:00,2025-02-25
491,Coding Workshop,Workshop,Los Angeles,11:30:00,12:30:00,2025-06-28
492,Yoga Class,Launch,Los Angeles,18:30:00,23:30:00,2024-08-24
493,Science Fair,Workshop,Denver,08:45:00,11:45:00,2024-02-27
494,Coding Workshop,Launch,Denver,08:15:00,12:15:00,2025-06-19
495,Science Fair,Exhibition,Houston,17:15:00,19:15:00,2023-05-17
496,Tech Talk,Launch,Austin,08:45:00,12:45:00,2025-06-17
497,Book Launch,Class,Los Angeles,17:00:00,21:00:00,2024-10-18
498,Film Screening,Launch,New York,09:30:00,10:30:00,2023-09-24
499,Art Exhibition,Class,Denver,17:00:00,20:00:00,2025-11-26
500,Music Concert,Fair,Los Angeles,08:00:00,12:00:00,2024-03-14
501,Book Launch,Workshop,Chicago,11:00:00,13:00:00,2023-12-02
502,Yoga Class,Festival,Chicago,12:00:00,14:00:00,2025-02-14
503,Food Festival,Conference,New York,11:15:00,14:15:00,2024-01-16
504,Coding Workshop,Exhibition,Los Angeles,08:45:00,11:45:00,2023-05-20
505,Art Exhibition,Class,Miami,10:00:00,11:00:00,2023-07-09
506,Music Concert,Festival,Denver,12:45:00,13:45:00,2024-12-10
507,Music Concert,Concert,Seattle,13:00:00,15:00:00,2023-05-21
508,Science Fair,Conference,Chicago,13:00:00,18:00:00,2024-03-23
509,Yoga Class,Conference,Miami,09:00:00,11:00:00,2025-05-25
510,Coding Workshop,Workshop,Seattle,14:45:00,15:45:00,2025-07-11
511,Yoga Class,Class,Boston,09:30:00,12:30:00,2025-11-11
512,Comedy Night,Exhibition,Denver,09:15:00,10:15:00,2025-07-10
513,Yoga Class,Show,Boston,15:15:00,19:15:00,2024-05-09
514,Science Fair,Workshop,Miami,12:00:00,15:00:00,2024-01-07
515,Comedy Night,Workshop,Los Angeles,13:15:00,17:15:00,2024-02-18
516,Food Festival,Festival,New York,08:15:00,09:15:00,2024-09-23
517,Film Screening,Festival,Boston,13:15:00,15:15:00,2025-01-20
518,Art Exhibition,Screening,Seattle,13:45:00,15:45:00,2025-03-26
519,Tech Talk,Exhibition,Los Angeles,14:45:00,19:45:00,2023-11-01
520,Yoga Class,Concert,Los Angeles,18:00:00,20:00:00,2025-07-03
521,Food Festival,Exhibition,Chicago,17:45:00,20:45:00,2025-04-19
522,Music Concert,Fair,Chicago,13:15:00,17:15:00,2025-10-19
523,Tech Talk,Exhibition,Miami,16:15:00,20:15:00,2024-10-18
524,Science Fair,Exhibition,Houston,11:00:00,16:00:00,2024-10-02
525,Music Concert,Show,Houston,12:15:00,16:15:00,2023-08-30
526,Film Screening,Class,New York,11:30:00,16:30:00,2025-06-02
527,Book Launch,Show,Denver,14:15:00,16:15:00,2023-04-10
528,Food Festival,Workshop,Chicago,17:15:00,22:15:00,2024-09-24
529,Book Launch,Festival,Boston,11:45:00,15:45:00,2024-09-26
530,Music Concert,Fair,Houston,09:15:00,14:15:00,2024-06-29
531,Book Launch,Screening,Miami,17:00:00,21:00:00,2024-11-15
532,Comedy Night,Launch,Houston,16:00:00,18:00:00,2025-02-12
533,Coding Workshop,Fair,Chicago,12:15:00,16:15:00,2024-01-15
534,Comedy Night,Show,Austin,12:15:00,16:15:00,2024-08-27
535,Tech Talk,Fair,New York,17:30:00,18:30:00,2023-04-14
536,Food Festival,Conference,Chicago,13:45:00,15:45:00,2023-12-23
537,Film Screening,Launch,Los Angeles,09:00:00,12:00:00,2025-12-22
538,Film Screening,Fair,Miami,17:30:00,18:30:00,2024-10-20
539,Music Concert,Conference,San Francisco,14:15:00,18:15:00,2024-08-18
540,Science Fair,Launch,Denver,14:15:00,19:15:00,2023-08-05
541,Music Concert,Conference,Chicago,09:00:00,13:00:00,2024-12-14
542,Coding Workshop,Conference,Boston,18:15:00,23:15:00,2023-03-03
543,Coding Workshop,Launch,San Francisco,17:30:00,20:30:00,2024-06-26
544,Book Launch,Workshop,Los Angeles,14:30:00,19:30:00,2024-08-12
545,Art Exhibition,Show,Houston,11:15:00,13:15:00,2024-04-03
546,Yoga Class,Class,Houston,16:45:00,17:45:00,2024-06-11
547,Coding Workshop,Fair,Denver,18:30:00,21:30:00,2025-07-11
548,Food Festival,Screening,Miami,16:30:00,18:30:00,2024-08-31
549,Film Screening,Class,Chicago,18:15:00,22:15:00,2023-03-11
550,Food Festival,Conference,San Francisco,11:15:00,12:15:00,2023-12-29
551,Book Launch,Class,San Francisco,09:30:00,13:30:00,2025-08-09
552,Art Exhibition,Concert,Austin,09:30:00,14:30:00,2023-09-15
553,Coding Workshop,Class,Los Angeles,12:15:00,13:15:00,2024-10-14
554,Food Festival,Screening,Denver,17:45:00,22:45:00,2024-01-12
555,Tech Talk,Workshop,Houston,11:45:00,12:45:00,2024-03-01
556,Film Screening,Fair,New York,08:15:00,12:15:00,2025-06-02
557,Tech Talk,Screening,Austin,08:30:00,13:30:00,2024-11-20
558,Comedy Night,Fair,Seattle,10:15:00,14:15:00,2025-03-10
559,Coding Workshop,Concert,Chicago,12:15:00,17:15:00,2025-12-31
560,Yoga Class,Exhibition,San Francisco,17:30:00,21:30:00,2024-11-18
561,Comedy Night,Screening,New York,18:15:00,21:15:00,2025-08-10
562,Music Concert,Screening,San Francisco,08:45:00,09:45:00,2025-08-15
563,Tech Talk,Launch,Seattle,18:45:00,23:45:00,2023-01-22
564,Yoga Class,Fair,Chicago,16:45:00,20:45:00,2023-11-12
565,Coding Workshop,Workshop,Boston,18:45:00,21:45:00,2023-08-09
566,Book Launch,Exhibition,Miami,11:15:00,15:15:00,2025-07-17
567,Film Screening,Conference,Houston,16:30:00,21:30:00,2023-09-01
568,Music Concert,Concert,Houston,17:00:00,18:00:00,2025-11-15
569,Tech Talk,Show,Austin,13:45:00,17:45:00,2024-09-09
570,Film Screening,Concert,Los Angeles,10:30:00,15:30:00,2024-08-05
571,Film Screening,Festival,Austin,15:00:00,16:00:00,2025-09-23
572,Science Fair,Screening,Chicago,13:30:00,17:30:00,2025-02-15
573,Music Concert,Conference,Miami,10:30:00,14:30:00,2025-04-18
574,Science Fair,Concert,Miami,13:00:00,17:00:00,2023-11-05
575,Book Launch,Workshop,Austin,10:15:00,13:15:00,2024-12-20
576,Comedy Night,Launch,Seattle,18:30:00,20:30:00,2024-08-07
577,Food Festival,Fair,Los Angeles,18:45:00,20:45:00,2024-11-04
578,Art Exhibition,Show,Houston,09:00:00,11:00:00,2024-03-05
579,Film Screening,Show,Seattle,16:00:00,18:00:00,2025-07-16
580,Film Screening,Class,Austin,14:15:00,19:15:00,2023-02-08
581,Yoga Class,Workshop,Boston,09:30:00,13:30:00,2024-11-05
582,Coding Workshop,Workshop,Houston,10:30:00,14:30:00,2024-10-01
583,Science Fair,Festival,Denver,14:00:00,19:00:00,2024-04-01
584,Science Fair,Screening,Seattle,09:30:00,11:30:00,2024-03-22
585,Book Launch,Workshop,Houston,16:15:00,21:15:00,2025-09-03
586,Comedy Night,Festival,San Francisco,15:30:00,17:30:00,2024-09-02
587,Tech Talk,Festival,Houston,09:30:00,10:30:00,2023-08-27
588,Music Concert,Fair,San Francisco,09:45:00,10:45:00,2025-06-26
589,Tech Talk,Workshop,Los Angeles,08:45:00,12:45:00,2024-08-30
590,Art Exhibition,Screening,San Francisco,10:00:00,12:00:00,2025-05-06
591,Book Launch,Concert,Chicago,17:45:00,20:45:00,2024-03-22
592,Food Festival,Fair,Los Angeles,13:15:00,17:15:00,2023-12-15
593,Coding Workshop,Fair,Boston,13:45:00,15:45:00,2024-06-19
594,Film Screening,Workshop,Houston,10:30:00,15:30:00,2023-02-05
595,Comedy Night,Show,Denver,09:45:00,13:45:00,2024-10-16
596,Tech Talk,Show,Chicago,15:15:00,19:15:00,2024-06-09
597,Yoga Class,Show,Miami,15:00:00,19:00:00,2025-03-24
598,Food Festival,Screening,Austin,11:00:00,15:00:00,2023-11-13
599,Music Concert,Exhibition,Seattle,13:15:00,15:15:00,2025-05-31
600,Comedy Night,Class,Los Angeles,09:15:00,11:15:00,2025-01-03
601,Coding Workshop,Launch,Austin,14:15:00,15:15:00,2025-02-24
602,Film Screening,Launch,New York,16:15:00,17:15:00,2024-12-04
603,Film Screening,Concert,San Francisco,14:30:00,17:30:00,2023-08-20
604,Book Launch,Fair,Seattle,15:00:00,18:00:00,2025-05-12
605,Art Exhibition,Show,Denver,14:15:00,19:15:00,2025-04-11
606,Book Launch,Fair,Los Angeles,15:30:00,20:30:00,2023-10-26
607,Science Fair,Workshop,Boston,15:45:00,19:45:00,2023-01-16
608,Food Festival,Class,Los Angeles,09:45:00,13:45:00,2024-01-29
609,Tech Talk,Class,Boston,18:00:00,23:00:00,2023-02-05
610,Food Festival,Class,Chicago,16:00:00,17:00:00,2025-06-12
611,Coding Workshop,Screening,Denver,18:00:00,23:00:00,2025-01-16
612,Science Fair,Conference,Boston,08:30:00,09:30:00,2025-03-29
613,Tech Talk,Exhibition,Denver,18:45:00,21:45:00,2025-04-03
614,Art Exhibition,Screening,Austin,10:00:00,12:00:00,2023-08-20
615,Science Fair,Festival,Houston,15:30:00,20:30:00,2025-08-29
616,Food Festival,Launch,Denver,09:15:00,13:15:00,2023-01-20
617,Film Screening,Concert,Chicago,11:15:00,15:15:00,2025-05-04
618,Coding Workshop,Festival,Houston,15:15:00,18:15:00,2025-07-11
619,Book Launch,Festival,Miami,14:30:00,16:30:00,2023-03-03
620,Comedy Night,Launch,Houston,17:30:00,22:30:00,2025-10-23
621,Coding Workshop,Workshop,Boston,16:15:00,19:15:00,2025-05-01
622,Food Festival,Fair,Houston,16:15:00,19:15:00,2023-05-31
623,Coding Workshop,Festival,Chicago,13:15:00,15:15:00,2023-09-01
624,Food Festival,Workshop,Boston,13:45:00,16:45:00,2025-05-15
625,Coding Workshop,Festival,Austin,08:30:00,09:30:00,2023-06-06
626,Food Festival,Screening,Miami,11:30:00,13:30:00,2025-04-10
627,Art Exhibition,Workshop,Chicago,18:30:00,22:30:00,2025-03-31
628,Music Concert,Concert,Denver,11:15:00,13:15:00,2024-10-20
629,Food Festival,Screening,Chicago,18:15:00,21:15:00,2023-11-24
630,Yoga Class,Exhibition,New York,16:45:00,21:45:00,2024-12-29
631,Yoga Class,Fair,Boston,08:45:00,09:45:00,2023-12-13
632,Tech Talk,Screening,Denver,17:00:00,19:00:00,2025-01-10
633,Coding Workshop,Show,New York,09:45:00,13:45:00,2024-06-10
634,Music Concert,Exhibition,Houston,17:00:00,21:00:00,2025-06-13
635,Film Screening,Screening,Chicago,18:15:00,19:15:00,2025-04-12
636,Art Exhibition,Festival,Chicago,09:30:00,12:30:00,2025-07-17
637,Science Fair,Class,Seattle,12:00:00,17:00:00,2023-11-19
638,Food Festival,Show,New York,10:15:00,13:15:00,2023-09-07
639,Yoga Class,Launch,Austin,11:30:00,14:30:00,2023-05-10
640,Book Launch,Festival,Seattle,13:00:00,14:00:00,2025-10-12
641,Tech Talk,Fair,New York,09:30:00,10:30:00,2023-06-26
642,Tech Talk,Show,Seattle,16:15:00,18:15:00,2024-01-20
643,Book Launch,Class,Houston,13:00:00,18:00:00,2023-04-15
644,Tech Talk,Class,Chicago,08:00:00,09:00:00,2024-06-17
645,Science Fair,Exhibition,Austin,13:00:00,14:00:00,2025-04-18
646,Science Fair,Fair,Chicago,08:00:00,12:00:00,2025-01-03
647,Art Exhibition,Exhibition,Seattle,09:00:00,14:00:00,2023-06-10
648,Book Launch,Concert,Boston,10:00:00,12:00:00,2024-11-14
649,Yoga Class,Workshop,New York,14:15:00,18:15:00,2024-06-29
650,Music Concert,Screening,New York,10:45:00,13:45:00,2024-02-28
651,Film Screening,Conference,Los Angeles,17:30:00,18:30:00,2025-06-03
652,Tech Talk,Workshop,Chicago,08:45:00,09:45:00,2023-10-01
653,Film Screening,Show,Boston,15:15:00,17:15:00,2023-08-02
654,Food Festival,Launch,Chicago,10:30:00,13:30:00,2025-01-19
655,Yoga Class,Launch,San Francisco,12:15:00,13:15:00,2023-08-21
656,Coding Workshop,Launch,Miami,15:45:00,20:45:00,2025-04-14
657,Film Screening,Show,Chicago,08:45:00,13:45:00,2024-10-06
658,Book Launch,Launch,Austin,17:15:00,18:15:00,2024-08-06
659,Food Festival,Exhibition,Denver,13:15:00,18:15:00,2023-04-27
660,Book Launch,Conference,Seattle,14:00:00,18:00:00,2023-08-30
661,Coding Workshop,Fair,San Francisco,14:00:00,19:00:00,2025-04-05
662,Coding Workshop,Fair,Denver,11:00:00,14:00:00,2025-08-06
663,Tech Talk,Launch,Boston,12:45:00,15:45:00,2025-01-28
664,Tech Talk,Class,New York,12:45:00,13:45:00,2023-07-02
665,Coding Workshop,Screening,San Francisco,15:30:00,20:30:00,2023-06-29
666,Film Screening,Class,Austin,16:45:00,17:45:00,2025-11-05
667,Yoga Class,Exhibition,Houston,12:00:00,14:00:00,2023-04-16
