event_id,name,type,location,start_time,end_time,date
668,Science Fair,Festival,Houston,13:45:00,18:45:00,2023-08-09
669,Food Festival,Exhibition,Miami,09:00:00,14:00:00,2025-11-28
670,Art Exhibition,Screening,San Francisco,16:00:00,18:00:00,2025-11-22
671,Comedy Night,Class,Miami,17:15:00,19:15:00,2025-06-29
672,Book Launch,Workshop,New York,10:00:00,13:00:00,2024-02-04
673,Film Screening,Launch,San Francisco,11:00:00,12:00:00,2023-05-28
674,Food Festival,Conference,Los Angeles,15:00:00,16:00:00,2023-06-10
675,Music Concert,Exhibition,Los Angeles,09:45:00,14:45:00,2024-05-08
676,Art Exhibition,Festival,San Francisco,17:00:00,21:00:00,2024-09-24
677,Film Screening,Workshop,Houston,10:15:00,15:15:00,2025-10-15
678,Food Festival,Fair,San Francisco,15:00:00,16:00:00,2023-09-29
679,Film Screening,Show,Boston,12:45:00,15:45:00,2025-01-12
680,Film Screening,Fair,Austin,08:30:00,09:30:00,2025-11-15
681,Tech Talk,Conference,Chicago,16:30:00,19:30:00,2024-06-24
682,Music Concert,Conference,Boston,12:15:00,14:15:00,2023-03-05
683,Science Fair,Exhibition,New York,09:45:00,14:45:00,2025-08-03
684,Coding Workshop,Screening,Boston,17:15:00,19:15:00,2025-04-12
685,Book Launch,Workshop,Denver,11:00:00,15:00:00,2023-03-10
686,Music Concert,Festival,Chicago,16:30:00,21:30:00,2023-09-13
687,Music Concert,Class,Miami,13:00:00,16:00:00,2023-07-09
688,Film Screening,Festival,Denver,13:45:00,14:45:00,2025-06-13
689,Comedy Night,Class,San Francisco,10:45:00,13:45:00,2024-10-11
690,Comedy Night,Screening,Seattle,16:00:00,20:00:00,2023-12-27
691,Tech Talk,Workshop,Chicago,18:45:00,23:45:00,2024-02-18
692,Yoga Class,Class,Seattle,14:15:00,17:15:00,2025-12-19
693,Film Screening,Concert,Los Angeles,08:45:00,13:45:00,2025-01-24
694,Book Launch,Fair,Miami,15:15:00,19:15:00,2024-01-13
695,Film Screening,Conference,Austin,14:15:00,16:15:00,2025-11-20
696,Film Screening,Class,Boston,11:15:00,13:15:00,2025-04-09
697,Coding Workshop,Screening,Denver,16:30:00,17:30:00,2023-09-03
698,Yoga Class,Launch,Houston,17:00:00,21:00:00,2024-01-17
699,Art Exhibition,Launch,Denver,10:30:00,12:30:00,2023-07-30
700,Art Exhibition,Workshop,San Francisco,13:30:00,18:30:00,2023-11-04
701,Book Launch,Fair,San Francisco,13:30:00,17:30:00,2023-10-12
702,Yoga Class,Screening,Chicago,15:45:00,19:45:00,2023-10-16
703,Comedy Night,Launch,Boston,15:15:00,18:15:00,2025-10-11
704,Music Concert,Fair,Houston,12:00:00,14:00:00,2023-09-29
705,Music Concert,Launch,Chicago,11:30:00,12:30:00,2024-11-20
706,Coding Workshop,Conference,Houston,15:30:00,18:30:00,2023-07-06
707,Book Launch,Workshop,San Francisco,08:00:00,09:00:00,2024-05-28
708,Film Screening,Conference,New York,16:00:00,20:00:00,2025-10-23
709,Art Exhibition,Show,Houston,10:30:00,14:30:00,2025-01-12
710,Film Screening,Festival,New York,10:45:00,11:45:00,2023-02-11
711,Yoga Class,Festival,Boston,16:45:00,18:45:00,2024-04-24
712,Book Launch,Festival,Denver,09:30:00,10:30:00,2025-05-01
713,Music Concert,Fair,Chicago,13:30:00,15:30:00,2024-02-19
714,Comedy Night,Exhibition,San Francisco,15:30:00,16:30:00,2025-10-12
715,Music Concert,Launch,Seattle,13:00:00,18:00:00,2025-08-09
716,Tech Talk,Fair,Houston,08:15:00,11:15:00,2025-10-10
717,Food Festival,Conference,Denver,14:30:00,15:30:00,2023-04-08
718,Yoga Class,Screening,Miami,18:45:00,21:45:00,2024-10-21
719,Book Launch,Festival,San Francisco,15:30:00,17:30:00,2025-12-22
720,Art Exhibition,Conference,Los Angeles,08:30:00,13:30:00,2023-06-08
721,Art Exhibition,Launch,Denver,11:00:00,14:00:00,2024-11-21
722,Music Concert,Workshop,San Francisco,08:30:00,10:30:00,2023-12-14
723,Film Screening,Launch,Denver,16:30:00,19:30:00,2025-01-21
724,Film Screening,Concert,Houston,18:30:00,20:30:00,2023-01-22
725,Film Screening,Launch,San Francisco,13:45:00,17:45:00,2025-10-05
726,Yoga Class,Fair,Chicago,11:00:00,14:00:00,2025-06-05
727,Science Fair,Conference,Boston,17:30:00,22:30:00,2023-02-08
728,Food Festival,Show,Denver,16:00:00,18:00:00,2023-01-14
729,Yoga Class,Conference,Denver,10:00:00,15:00:00,2023-03-02
730,Comedy Night,Festival,Los Angeles,09:30:00,10:30:00,2023-09-25
731,Film Screening,Screening,New York,13:15:00,14:15:00,2025-06-16
732,Art Exhibition,Class,Los Angeles,13:00:00,15:00:00,2024-09-03
733,Food Festival,Workshop,Miami,12:45:00,13:45:00,2023-07-02
734,Music Concert,Concert,Houston,08:00:00,12:00:00,2023-08-16
735,Food Festival,Show,Chicago,09:45:00,13:45:00,2024-02-23
736,Tech Talk,Concert,Los Angeles,08:45:00,10:45:00,2025-09-16
737,Science Fair,Workshop,Los Angeles,09:15:00,12:15:00,2023-12-04
738,Book Launch,Exhibition,San Francisco,18:15:00,22:15:00,2023-07-10
739,Science Fair,Show,Austin,18:30:00,23:30:00,2025-09-25
740,Coding Workshop,Concert,Boston,18:15:00,22:15:00,2024-12-15
741,Food Festival,Workshop,Denver,18:30:00,20:30:00,2025-04-28
742,Film Screening,Screening,Austin,10:45:00,11:45:00,2025-09-22
743,Coding Workshop,Class,Chicago,18:15:00,20:15:00,2023-12-16
744,Comedy Night,Concert,Chicago,12:15:00,15:15:00,2025-11-06
745,Art Exhibition,Concert,Boston,16:15:00,18:15:00,2025-02-05
746,Art Exhibition,Concert,New York,15:15:00,20:15:00,2025-02-14
747,Tech Talk,Festival,San Francisco,13:15:00,14:15:00,2025-06-14
748,Science Fair,Conference,Seattle,10:15:00,13:15:00,2023-08-21
749,Science Fair,Fair,San Francisco,08:15:00,12:15:00,2025-08-03
750,Yoga Class,Fair,Boston,17:15:00,20:15:00,2025-01-01
751,Food Festival,Show,Austin,15:00:00,20:00:00,2025-09-23
752,Coding Workshop,Class,Denver,18:30:00,23:30:00,2024-01-20
753,Tech Talk,Screening,Seattle,09:30:00,11:30:00,2023-11-21
754,Book Launch,Screening,Austin,08:45:00,10:45:00,2023-06-29
755,Tech Talk,Screening,Austin,18:00:00,23:00:00,2025-11-28
756,Film Screening,Workshop,Seattle,13:45:00,18:45:00,2025-12-14
757,Coding Workshop,Conference,Houston,18:45:00,22:45:00,2023-11-05
758,Comedy Night,Workshop,Chicago,15:00:00,20:00:00,2024-05-31
759,Yoga Class,Workshop,Los Angeles,14:00:00,19:00:00,2025-07-08
760,Art Exhibition,Class,Houston,14:30:00,16:30:00,2025-09-27
761,Film Screening,Screening,Boston,12:45:00,13:45:00,2025-07-15
762,Book Launch,Concert,New York,14:45:00,17:45:00,2023-06-09
763,Book Launch,Conference,New York,11:00:00,14:00:00,2023-11-17
764,Art Exhibition,Workshop,Boston,18:30:00,20:30:00,2024-02-13
765,Yoga Class,Concert,Los Angeles,12:45:00,16:45:00,2024-11-18
766,Music Concert,Screening,Boston,17:15:00,19:15:00,2024-10-19
767,Comedy Night,Screening,Boston,10:30:00,14:30:00,2024-01-01
768,Yoga Class,Festival,Miami,13:45:00,18:45:00,2023-07-01
769,Science Fair,Exhibition,Chicago,10:15:00,11:15:00,2025-10-28
770,Tech Talk,Concert,Miami,08:00:00,10:00:00,2023-02-04
771,Music Concert,Show,Miami,11:00:00,14:00:00,2025-12-09
772,Book Launch,Conference,San Francisco,14:15:00,17:15:00,2025-08-15
773,Tech Talk,Conference,Los Angeles,10:15:00,14:15:00,2023-10-30
774,Art Exhibition,Concert,Denver,10:30:00,14:30:00,2023-02-06
775,Book Launch,Class,New York,15:00:00,18:00:00,2023-02-21
776,Yoga Class,Concert,Boston,18:00:00,22:00:00,2025-11-06
777,Coding Workshop,Class,Boston,12:30:00,14:30:00,2023-10-16
778,Book Launch,Show,San Francisco,13:15:00,18:15:00,2024-03-18
779,Yoga Class,Exhibition,Houston,08:30:00,12:30:00,2025-09-07
780,Comedy Night,Show,San Francisco,17:15:00,22:15:00,2023-12-14
781,Art Exhibition,Festival,Austin,13:15:00,16:15:00,2024-10-28
782,Tech Talk,Festival,Los Angeles,10:45:00,12:45:00,2023-10-27
783,Comedy Night,Concert,Seattle,12:30:00,15:30:00,2024-12-23
784,Music Concert,Exhibition,Denver,18:15:00,19:15:00,2024-04-17
785,Music Concert,Exhibition,Boston,16:45:00,20:45:00,2024-07-24
786,Yoga Class,Class,Chicago,12:00:00,13:00:00,2024-08-24
787,Science Fair,Launch,New York,10:30:00,14:30:00,2024-07-29
788,Film Screening,Class,New York,14:30:00,18:30:00,2023-03-21
789,Book Launch,Conference,Chicago,14:30:00,15:30:00,2025-12-18
790,Science Fair,Concert,San Francisco,08:15:00,11:15:00,2024-11-12
791,Tech Talk,Fair,Austin,18:45:00,19:45:00,2025-08-19
792,Film Screening,Exhibition,San Francisco,14:30:00,18:30:00,2023-05-30
793,Tech Talk,Concert,Miami,18:15:00,21:15:00,2023-05-01
794,Art Exhibition,Concert,Houston,16:30:00,19:30:00,2025-01-21
795,Film Screening,Class,Miami,18:30:00,19:30:00,2025-07-15
796,Comedy Night,Workshop,San Francisco,13:00:00,16:00:00,2024-04-18
797,Art Exhibition,Workshop,Denver,16:45:00,17:45:00,2024-01-21
798,Science Fair,Class,Los Angeles,14:30:00,17:30:00,2025-11-21
799,Film Screening,Launch,Miami,17:15:00,18:15:00,2024-07-03
800,Food Festival,Screening,Austin,10:30:00,13:30:00,2025-12-14
801,Tech Talk,Exhibition,Los Angeles,10:00:00,14:00:00,2025-03-01
802,Tech Talk,Launch,Miami,11:45:00,14:45:00,2024-10-26
803,Art Exhibition,Class,Austin,10:15:00,13:15:00,2025-04-08
804,Coding Workshop,Festival,New York,18:15:00,19:15:00,2023-08-31
805,Art Exhibition,Workshop,Austin,17:30:00,22:30:00,2023-12-28
806,Science Fair,Launch,Chicago,09:30:00,11:30:00,2025-05-25
807,Film Screening,Screening,Boston,10:45:00,14:45:00,2023-10-25
808,Yoga Class,Exhibition,Los Angeles,16:00:00,17:00:00,2023-03-16
809,Food Festival,Fair,Austin,10:15:00,14:15:00,2024-12-07
810,Food Festival,Launch,Austin,18:30:00,21:30:00,2025-03-03
811,Coding Workshop,Fair,New York,14:15:00,16:15:00,2025-02-18
812,Music Concert,Class,New York,14:45:00,18:45:00,2023-10-20
813,Coding Workshop,Class,New York,17:00:00,20:00:00,2025-03-28
814,Coding Workshop,Screening,New York,09:00:00,11:00:00,2025-07-13
815,Film Screening,Launch,Houston,09:45:00,10:45:00,2025-05-18
816,Food Festival,Screening,San Francisco,15:30:00,18:30:00,2023-07-17
817,Film Screening,Launch,New York,12:00:00,13:00:00,2025-06-25
818,Comedy Night,Fair,Denver,15:45:00,16:45:00,2024-06-08
819,Yoga Class,Concert,Austin,08:30:00,11:30:00,2023-09-07
820,Yoga Class,Conference,Los Angeles,15:00:00,16:00:00,2024-09-29
821,Art Exhibition,Screening,Seattle,15:00:00,19:00:00,2024-12-12
822,Art Exhibition,Conference,Houston,15:30:00,20:30:00,2024-04-22
823,Film Screening,Screening,Chicago,13:45:00,18:45:00,2025-08-16
824,Comedy Night,Exhibition,Seattle,15:15:00,18:15:00,2023-02-25
825,Music Concert,Show,Los Angeles,09:00:00,11:00:00,2025-04-08
826,Book Launch,Launch,Boston,10:15:00,11:15:00,2025-03-17
827,Coding Workshop,Fair,Denver,11:45:00,12:45:00,2024-03-08
828,Food Festival,Festival,New York,14:15:00,15:15:00,2023-04-24
829,Music Concert,Screening,Seattle,11:15:00,14:15:00,2025-12-22
830,Comedy Night,Conference,San Francisco,15:30:00,17:30:00,2025-04-07
831,Coding Workshop,Conference,Denver,16:00:00,18:00:00,2025-04-21
832,Science Fair,Workshop,Denver,11:30:00,16:30:00,2023-10-05
833,Yoga Class,Festival,Denver,13:15:00,15:15:00,2025-03-02
834,Yoga Class,Class,New York,11:30:00,12:30:00,2023-12-24
835,Art Exhibition,Class,New York,10:15:00,11:15:00,2025-10-29
836,Science Fair,Exhibition,Los Angeles,18:00:00,23:00:00,2024-04-08
837,Film Screening,Workshop,Denver,08:45:00,13:45:00,2024-11-18
838,Music Concert,Conference,Chicago,11:00:00,14:00:00,2024-07-11
839,Music Concert,Fair,Boston,14:30:00,17:30:00,2023-10-27
840,Book Launch,Fair,Los Angeles,16:00:00,18:00:00,2023-07-26
841,Coding Workshop,Launch,San Francisco,13:30:00,15:30:00,2023-10-20
842,Science Fair,Conference,San Francisco,14:45:00,19:45:00,2023-05-11
843,Yoga Class,Fair,Austin,12:30:00,17:30:00,2025-12-13
844,Art Exhibition,Class,Los Angeles,12:00:00,13:00:00,2024-02-14
845,Book Launch,Exhibition,Seattle,14:30:00,15:30:00,2025-11-03
846,Book Launch,Show,Miami,14:15:00,18:15:00,2024-03-29
847,Science Fair,Fair,Seattle,08:00:00,13:00:00,2024-08-10
848,Comedy Night,Launch,New York,17:30:00,22:30:00,2025-12-29
849,Music Concert,Festival,Miami,09:45:00,13:45:00,2023-05-05
850,Tech Talk,Show,Miami,13:30:00,17:30:00,2025-07-22
851,Film Screening,Class,San Francisco,11:45:00,16:45:00,2025-06-10
852,Film Screening,Exhibition,San Francisco,14:30:00,15:30:00,2025-09-01
853,Tech Talk,Screening,San Francisco,10:00:00,11:00:00,2024-03-16
854,Tech Talk,Workshop,Boston,16:45:00,18:45:00,2025-11-04
855,Music Concert,Class,Seattle,13:00:00,16:00:00,2025-07-26
856,Book Launch,Screening,Los Angeles,18:00:00,20:00:00,2023-09-22
857,Yoga Class,Workshop,Boston,12:30:00,13:30:00,2025-07-21
858,Film Screening,Concert,Miami,12:15:00,14:15:00,2025-07-30
859,Comedy Night,Festival,New York,12:45:00,13:45:00,2024-07-27
860,Art Exhibition,Conference,San Francisco,10:30:00,15:30:00,2024-02-25
861,Film Screening,Festival,New York,08:30:00,09:30:00,2024-08-05
862,Music Concert,Show,San Francisco,09:00:00,14:00:00,2023-09-13
863,Film Screening,Class,Houston,18:00:00,20:00:00,2024-12-08
864,Music Concert,Show,Miami,12:15:00,16:15:00,2023-06-22
865,Coding Workshop,Festival,New York,14:45:00,15:45:00,2023-01-06
866,Coding Workshop,Show,Chicago,16:00:00,20:00:00,2025-05-16
867,Yoga Class,Workshop,Chicago,16:15:00,18:15:00,2024-04-11
868,Film Screening,Screening,Houston,14:45:00,15:45:00,2023-02-25
869,Science Fair,Concert,San Francisco,15:30:00,18:30:00,2025-10-04
870,Yoga Class,Workshop,Chicago,13:15:00,18:15:00,2024-02-29
871,Music Concert,Fair,Houston,10:00:00,15:00:00,2023-11-18
872,Film Screening,Class,Los Angeles,17:00:00,18:00:00,2024-03-16
873,Science Fair,Workshop,Denver,17:15:00,21:15:00,2025-01-16
874,Comedy Night,Screening,Houston,18:30:00,22:30:00,2023-04-29
875,Food Festival,Class,Austin,15:00:00,20:00:00,2025-09-22
876,Art Exhibition,Festival,Houston,12:00:00,13:00:00,2023-11-07
877,Art Exhibition,Concert,Austin,15:45:00,17:45:00,2023-11-05
878,Food Festival,Concert,Los Angeles,16:45:00,21:45:00,2023-10-28
879,Comedy Night,Screening,Denver,16:00:00,20:00:00,2023-11-03
880,Film Screening,Conference,San Francisco,09:45:00,10:45:00,2025-10-22
881,Tech Talk,Concert,New York,13:00:00,18:00:00,2025-02-18
882,Film Screening,Fair,New York,16:45:00,17:45:00,2023-02-17
883,Yoga Class,Class,San Francisco,17:30:00,18:30:00,2024-03-21
884,Food Festival,Class,Miami,11:15:00,13:15:00,2023-09-03
885,Music Concert,Screening,Seattle,08:15:00,10:15:00,2025-03-09
886,Film Screening,Show,San Francisco,17:15:00,18:15:00,2023-08-13
887,Music Concert,Festival,Austin,17:15:00,22:15:00,2024-03-16
888,Food Festival,Conference,Denver,10:30:00,12:30:00,2025-07-08
889,Coding Workshop,Launch,New York,17:00:00,19:00:00,2025-01-09
890,Music Concert,Screening,New York,13:45:00,17:45:00,2025-07-10
891,Music Concert,Concert,Boston,11:30:00,14:30:00,2025-04-08
892,Science Fair,Festival,Chicago,17:30:00,18:30:00,2024-09-29
893,Film Screening,Screening,Boston,17:30:00,22:30:00,2024-09-10
894,Art Exhibition,Conference,Houston,18:15:00,20:15:00,2025-01-22
895,Food Festival,Exhibition,Seattle,18:45:00,19:45:00,2024-01-22
896,Science Fair,Show,Los Angeles,12:15:00,17:15:00,2023-09-21
897,Science Fair,Festival,Boston,14:15:00,16:15:00,2025-03-12
898,Book Launch,Show,New York,11:45:00,15:45:00,2025-02-13
899,Comedy Night,Conference,Seattle,08:30:00,12:30:00,2024-04-30
900,Food Festival,Class,Chicago,08:45:00,13:45:00,2023-06-18
901,Music Concert,Workshop,Boston,18:45:00,21:45:00,2023-04-28
902,Food Festival,Festival,Seattle,18:15:00,19:15:00,2024-08-11
903,Food Festival,Fair,Denver,11:15:00,12:15:00,2025-01-31
904,Music Concert,Festival,New York,09:45:00,10:45:00,2025-08-06
905,Yoga Class,Festival,Chicago,11:15:00,15:15:00,2023-06-11
906,Food Festival,Screening,San Francisco,10:15:00,12:15:00,2025-07-16
907,Music Concert,Concert,Los Angeles,15:15:00,17:15:00,2023-09-19
908,Music Concert,Exhibition,Seattle,14:15:00,18:15:00,2023-05-11
909,Coding Workshop,Show,Los Angeles,17:00:00,20:00:00,2023-04-06
910,Film Screening,Class,Miami,08:30:00,13:30:00,2023-06-12
911,Coding Workshop,Workshop,Los Angeles,08:00:00,13:00:00,2025-11-29
912,Comedy Night,Festival,San Francisco,11:45:00,13:45:00,2025-05-08
913,Film Screening,Launch,Denver,08:30:00,13:30:00,2025-06-29
914,Comedy Night,Class,Denver,09:00:00,12:00:00,2024-05-20
915,Science Fair,Screening,New York,12:30:00,16:30:00,2023-11-11
916,Yoga Class,Fair,Seattle,14:30:00,17:30:00,2023-04-02
917,Book Launch,Conference,Boston,13:45:00,15:45:00,2023-08-01
918,Yoga Class,Exhibition,San Francisco,10:15:00,11:15:00,2025-03-07
919,Book Launch,Show,New York,10:30:00,14:30:00,2023-07-18
920,Science Fair,Concert,Miami,08:00:00,09:00:00,2025-04-19
921,Art Exhibition,Launch,Austin,11:45:00,16:45:00,2024-08-31
922,Food Festival,Festival,Chicago,11:45:00,12:45:00,2025-06-18
923,Food Festival,Exhibition,Austin,09:30:00,14:30:00,2024-02-15
924,Music Concert,Class,Boston,12:45:00,14:45:00,2024-04-06
925,Film Screening,Fair,Denver,10:00:00,15:00:00,2023-06-24
926,Food Festival,Class,Chicago,12:15:00,13:15:00,2024-03-25
927,Food Festival,Festival,Boston,15:30:00,19:30:00,2023-09-14
928,Music Concert,Exhibition,New York,12:30:00,14:30:00,2024-02-21
929,Tech Talk,Workshop,New York,15:30:00,20:30:00,2023-02-10
930,Yoga Class,Fair,Miami,18:45:00,19:45:00,2024-12-14
931,Book Launch,Conference,New York,18:45:00,22:45:00,2023-05-06
932,Book Launch,Workshop,Denver,09:15:00,14:15:00,2024-10-30
933,Book Launch,Fair,Austin,16:45:00,17:45:00,2025-08-21
934,Yoga Class,Workshop,Austin,13:30:00,14:30:00,2023-09-11
935,Comedy Night,Concert,Austin,18:15:00,23:15:00,2023-08-28
936,Music Concert,Conference,New York,14:15:00,17:15:00,2023-10-05
937,Yoga Class,Festival,Denver,18:30:00,22:30:00,2023-05-21
938,Science Fair,Show,Denver,15:15:00,19:15:00,2025-06-09
939,Film Screening,Fair,San Francisco,16:45:00,18:45:00,2023-11-27
940,Tech Talk,Launch,Boston,13:30:00,18:30:00,2024-04-10
941,Coding Workshop,Show,Houston,13:00:00,15:00:00,2023-04-21
942,Book Launch,Fair,Houston,16:15:00,17:15:00,2025-04-17
943,Book Launch,Exhibition,Houston,12:45:00,15:45:00,2025-12-27
944,Tech Talk,Workshop,Seattle,11:45:00,13:45:00,2025-02-03
945,Yoga Class,Conference,Miami,15:30:00,16:30:00,2025-08-31
946,Music Concert,Workshop,Denver,18:30:00,21:30:00,2023-12-28
947,Coding Workshop,Exhibition,Seattle,14:45:00,17:45:00,2024-05-30
948,Coding Workshop,Festival,Houston,09:30:00,13:30:00,2024-02-26
949,Tech Talk,Class,Denver,18:15:00,23:15:00,2024-08-20
950,Tech Talk,Screening,Chicago,13:30:00,16:30:00,2025-07-04
951,Yoga Class,Exhibition,Miami,14:45:00,18:45:00,2025-01-27
952,Book Launch,Exhibition,Chicago,13:45:00,14:45:00,2025-12-17
953,Music Concert,Exhibition,Los Angeles,17:45:00,20:45:00,2025-10-17
954,Science Fair,Concert,Houston,17:00:00,20:00:00,2025-09-03
955,Coding Workshop,Festival,Chicago,13:45:00,17:45:00,2025-10-06
956,Book Launch,Concert,Boston,11:15:00,15:15:00,2023-07-05
957,Art Exhibition,Exhibition,Austin,18:15:00,22:15:00,2025-03-28
958,Tech Talk,Festival,Miami,10:30:00,12:30:00,2023-01-08
959,Tech Talk,Workshop,Denver,13:45:00,15:45:00,2024-01-05
960,Book Launch,Fair,Los Angeles,18:30:00,21:30:00,2024-12-10
961,Book Launch,Workshop,Houston,08:15:00,13:15:00,2023-06-04
962,Book Launch,Festival,Boston,15:30:00,20:30:00,2025-05-28
963,Tech Talk,Festival,Boston,15:30:00,18:30:00,2024-09-01
964,Film Screening,Class,Austin,13:30:00,17:30:00,2025-02-18
965,Film Screening,Exhibition,Los Angeles,16:15:00,17:15:00,2023-03-16
966,Music Concert,Screening,Houston,17:00:00,18:00:00,2024-11-19
967,Art Exhibition,Conference,Los Angeles,10:00:00,14:00:00,2024-01-25
968,Comedy Night,Workshop,Los Angeles,13:15:00,18:15:00,2025-07-27
969,Food Festival,Concert,Boston,17:00:00,21:00:00,2024-03-08
970,Music Concert,Workshop,Los Angeles,09:15:00,12:15:00,2024-06-07
971,Music Concert,Class,Seattle,14:30:00,17:30:00,2024-11-05
972,Coding Workshop,Conference,Austin,18:30:00,21:30:00,2024-03-06
973,Yoga Class,Class,Miami,10:00:00,15:00:00,2025-02-01
974,Book Launch,Conference,San Francisco,11:30:00,14:30:00,2024-02-14
975,Food Festival,Fair,Denver,17:30:00,19:30:00,2023-07-15
976,Yoga Class,Fair,Austin,11:30:00,12:30:00,2024-11-04
977,Book Launch,Class,Los Angeles,17:30:00,20:30:00,2023-09-02
978,Art Exhibition,Conference,San Francisco,18:15:00,19:15:00,2025-08-31
979,Science Fair,Fair,Seattle,11:45:00,14:45:00,2025-12-15
980,Book Launch,Fair,San Francisco,17:30:00,21:30:00,2023-09-23
981,Yoga Class,Concert,San Francisco,11:00:00,14:00:00,2024-11-06
982,Coding Workshop,Exhibition,Houston,15:30:00,18:30:00,2025-08-06
983,Food Festival,Workshop,New York,17:00:00,18:00:00,2025-12-16
984,Film Screening,Conference,Seattle,13:45:00,17:45:00,2025-04-20
985,Food Festival,Launch,Seattle,13:30:00,16:30:00,2023-10-18
986,Yoga Class,Fair,New York,17:00:00,19:00:00,2025-10-28
987,Art Exhibition,Festival,Chicago,16:00:00,20:00:00,2023-09-18
988,Yoga Class,Exhibition,Austin,09:45:00,10:45:00,2024-12-18
989,Film Screening,Screening,Denver,13:15:00,16:15:00,2024-08-20
990,Book Launch,Class,San Francisco,09:00:00,10:00:00,2023-02-03
991,Food Festival,Show,Los Angeles,11:15:00,16:15:00,2023-03-18
992,Book Launch,Concert,San Francisco,14:45:00,19:45:00,2025-12-05
993,Book Launch,Show,Seattle,12:30:00,16:30:00,2023-05-28
994,Comedy Night,Fair,Denver,09:30:00,12:30:00,2025-10-29
995,Coding Workshop,Class,San Francisco,17:15:00,20:15:00,2024-09-03
996,Coding Workshop,Festival,Chicago,14:00:00,15:00:00,2024-05-18
997,Science Fair,Show,Chicago,17:45:00,20:45:00,2023-11-09
998,Comedy Night,Concert,San Francisco,16:30:00,17:30:00,2023-08-13
999,Book Launch,Fair,Austin,14:15:00,17:15:00,2023-06-02
1000,Comedy Night,Workshop,Boston,13:30:00,18:30:00,2024-12-04
